,bathrooms,bedrooms,price,price_type,square_feet,state
13520,2.0,2.0,1241.0,Monthly,1100,TX
13521,2.0,2.0,2139.0,Monthly,1122,WA
13522,1.5,2.0,920.0,Monthly,990,NC
13523,2.0,2.0,2680.0,Monthly,1176,NJ
13524,1.0,1.0,930.0,Monthly,672,TX
13525,2.0,3.0,2989.0,Monthly,1226,WA
13526,1.5,2.0,1100.0,Monthly,950,NC
13527,2.0,2.0,2371.0,Monthly,1183,WA
13528,1.0,1.0,790.0,Monthly,720,TX
13529,1.5,2.0,1215.0,Monthly,925,MD
13530,1.0,2.0,1845.0,Monthly,870,NH
13531,2.0,2.0,1120.0,Monthly,960,TX
13532,2.0,2.0,1189.0,Monthly,1011,TX
13533,1.0,1.0,2025.0,Monthly,656,CA
13534,2.0,3.0,1369.0,Monthly,1375,NC
13535,2.0,2.0,1135.0,Monthly,1096,OH
13536,1.0,1.0,1105.0,Monthly,716,NC
13537,2.5,2.0,3030.0,Monthly,1461,NJ
13538,1.0,1.0,1150.0,Monthly,703,NC
13539,2.0,3.0,1060.0,Monthly,1300,NC
13540,1.5,2.0,995.0,Monthly,1100,NC
13541,1.0,1.0,1800.0,Monthly,500,CA
13542,2.0,2.0,1849.0,Monthly,1135,NH
13543,2.0,2.0,2585.0,Monthly,1362,NJ
13544,1.0,1.0,860.0,Monthly,700,CO
13545,1.0,0.0,2000.0,Monthly,1252,WA
13546,1.0,1.0,809.0,Monthly,460,NC
13547,1.0,3.0,1950.0,Monthly,1200,MD
13548,1.0,2.0,1595.0,Monthly,900,MD
13549,1.0,2.0,1360.0,Monthly,848,OH
13550,2.0,3.0,2184.0,Monthly,1300,WA
13551,1.0,2.0,775.0,Monthly,825,TX
13552,1.0,2.0,2762.0,Monthly,600,CA
13553,1.0,1.0,3135.0,Monthly,612,CA
13554,1.0,1.0,3102.0,Monthly,612,CA
13555,1.0,1.0,1150.0,Monthly,700,NH
13556,1.0,1.0,850.0,Monthly,500,CO
13557,1.0,1.0,1156.0,Monthly,300,NC
13558,2.0,2.0,3863.0,Monthly,1094,CA
13559,1.0,0.0,700.0,Monthly,300,NH
13560,2.0,2.0,2400.0,Monthly,1500,NJ
13561,2.0,2.0,781.0,Monthly,830,TX
13562,1.0,1.0,1466.0,Monthly,644,WA
13563,2.0,2.0,1355.0,Monthly,1074,CO
13564,1.0,2.0,1199.0,Monthly,520,NH
13565,1.0,1.0,862.0,Monthly,673,OH
13566,1.0,1.0,852.0,Monthly,673,OH
13567,1.0,1.0,1755.0,Monthly,827,MD
13568,1.0,1.0,1500.0,Monthly,550,NJ
13569,1.0,1.0,1464.0,Monthly,810,WA
13570,2.0,2.0,1600.0,Monthly,1020,NH
13571,2.0,2.0,1042.0,Monthly,993,OH
13572,2.0,3.0,1000.0,Monthly,1355,OH
13573,2.0,2.0,860.0,Monthly,1228,OH
13574,2.0,2.0,1170.0,Monthly,1185,GA
13575,1.0,1.0,995.0,Monthly,661,NC
13576,1.0,2.0,810.0,Monthly,940,NC
13577,2.0,2.0,1385.0,Monthly,1050,CO
13578,2.0,2.0,6500.0,Monthly,1620,CA
13579,1.0,1.0,625.0,Monthly,603,TX
13580,2.0,2.0,1700.0,Monthly,980,NH
13581,2.0,2.0,1380.0,Monthly,1190,GA
13582,1.0,1.0,950.0,Monthly,600,NH
13583,1.0,2.0,1409.0,Monthly,900,NH
13584,2.0,2.0,1799.0,Monthly,960,WA
13585,2.0,2.0,1560.0,Monthly,1237,GA
13586,2.0,2.0,1156.0,Monthly,1099,GA
13587,1.0,1.0,1299.0,Monthly,837,GA
13588,1.0,1.0,1023.0,Monthly,750,GA
13589,1.0,1.0,1230.0,Monthly,928,GA
13590,2.0,2.0,550.0,Monthly,840,TX
13591,2.0,3.0,2495.0,Monthly,1199,CA
13592,2.0,2.0,550.0,Monthly,840,TX
13593,2.0,2.0,1895.0,Monthly,1070,MA
13594,1.0,1.0,1668.0,Monthly,640,WA
13595,1.0,1.0,715.0,Monthly,572,OH
13596,2.0,3.0,1109.0,Monthly,1236,TX
13597,1.0,1.0,1100.0,Monthly,550,MA
13598,1.5,2.0,1350.0,Monthly,934,MA
13599,1.0,1.0,682.0,Monthly,667,GA
13600,1.0,1.0,1586.0,Monthly,557,WA
13601,1.0,2.0,756.0,Monthly,793,TX
13602,1.0,1.0,1305.0,Monthly,765,NJ
13603,2.0,2.0,2868.0,Monthly,1101,WA
13604,1.0,1.0,1473.0,Monthly,818,NC
13605,1.0,3.0,2100.0,Monthly,900,NJ
13606,2.0,2.0,1575.0,Monthly,1062,MD
13607,2.0,2.0,1852.0,Monthly,1128,NC
13608,1.0,2.0,755.0,Monthly,793,TX
13609,2.0,2.0,851.0,Monthly,957,TX
13610,1.0,1.0,875.0,Monthly,731,TX
13611,1.0,1.0,696.0,Monthly,738,TX
13612,1.0,1.0,675.0,Monthly,744,TX
13613,1.0,1.0,1203.0,Monthly,775,NJ
13614,1.0,1.0,875.0,Monthly,731,TX
13615,1.0,1.0,624.0,Monthly,558,TX
13616,1.0,1.0,1450.0,Monthly,710,WA
13617,1.0,1.0,1376.0,Monthly,657,NC
13618,2.0,3.0,1475.0,Monthly,1234,CO
13619,2.0,2.0,1485.0,Monthly,1710,MA
13620,1.0,2.0,2241.0,Monthly,457,CA
13621,1.0,2.0,1648.0,Monthly,948,NJ
13622,1.0,2.0,1567.0,Monthly,788,CO
13623,1.0,1.0,2745.0,Monthly,664,CA
13624,1.0,2.0,1602.0,Monthly,823,CO
13625,1.0,1.0,1770.0,Monthly,637,WA
13626,1.0,2.0,1455.0,Monthly,964,MD
13627,1.0,2.0,1485.0,Monthly,1058,MD
13628,1.0,2.0,925.0,Monthly,560,OH
13629,1.0,1.0,695.0,Monthly,682,TX
13630,1.0,1.0,1400.0,Monthly,775,MD
13631,1.0,2.0,548.0,Monthly,750,TX
13632,1.0,1.0,1675.0,Monthly,938,NJ
13633,1.0,1.0,529.0,Monthly,587,TX
13634,1.0,1.0,695.0,Monthly,682,TX
13635,1.0,3.0,1711.0,Monthly,800,OH
13636,1.0,1.0,600.0,Monthly,550,TX
13637,1.0,1.0,900.0,Monthly,900,MA
13638,3.0,4.0,2195.0,Monthly,2043,CO
13639,2.0,3.0,2200.0,Monthly,1725,MA
13640,3.0,4.0,2000.0,Monthly,2500,NC
13641,3.5,4.0,2095.0,Monthly,3467,TX
13642,2.0,2.0,785.0,Monthly,975,NC
13643,2.0,3.0,960.0,Monthly,1158,NC
13644,1.0,1.0,3155.0,Monthly,683,WA
13645,1.0,1.0,795.0,Monthly,764,OH
13646,1.0,1.0,1663.0,Monthly,648,NJ
13647,2.0,2.0,1095.0,Monthly,1030,GA
13648,1.0,1.0,1865.0,Monthly,786,NJ
13649,1.0,1.0,1950.0,Monthly,750,WA
13650,1.0,1.0,784.0,Monthly,585,OH
13651,2.0,2.0,2480.0,Monthly,1092,NJ
13652,1.0,1.0,1795.0,Monthly,805,MA
13653,2.0,3.0,1610.0,Monthly,1491,GA
13654,2.0,3.0,2280.0,Monthly,1410,WA
13655,1.0,2.0,1558.0,Monthly,810,MD
13656,2.0,2.0,1495.0,Monthly,903,CO
13657,2.0,3.0,895.0,Monthly,1641,OH
13658,2.0,2.0,2775.0,Monthly,950,NJ
13659,1.0,1.0,1060.0,Monthly,841,GA
13660,1.0,2.0,1125.0,Monthly,1404,CO
13661,1.0,1.0,1410.0,Monthly,750,NJ
13662,1.0,2.0,2450.0,Monthly,850,NJ
13663,1.0,1.0,1000.0,Monthly,735,TX
13664,2.0,2.0,1615.0,Monthly,1186,GA
13665,1.0,1.0,1545.0,Monthly,710,WA
13666,1.0,1.0,1670.0,Monthly,694,WA
13667,1.0,1.0,1054.0,Monthly,713,NC
13668,2.0,3.0,1710.0,Monthly,1491,GA
13669,2.0,2.0,1445.0,Monthly,1105,NC
13670,2.0,2.0,1375.0,Monthly,1125,GA
13671,1.0,1.0,1280.0,Monthly,648,NJ
13672,1.0,1.0,1325.0,Monthly,726,CO
13673,1.0,1.0,1750.0,Monthly,1185,OH
13674,1.0,1.0,1083.0,Monthly,770,TX
13675,2.0,2.0,1380.0,Monthly,1025,GA
13676,1.0,1.0,1325.0,Monthly,726,CO
13677,2.0,2.0,1205.0,Monthly,1073,NC
13678,2.0,2.0,1495.0,Monthly,970,WA
13679,2.0,2.0,1170.0,Monthly,1202,NC
13680,2.0,2.0,1595.0,Monthly,1014,CO
13681,1.0,1.0,1450.0,Monthly,826,CO
13682,1.0,1.0,1947.0,Monthly,700,NJ
13683,2.0,2.0,1169.0,Monthly,1425,NC
13684,1.0,1.0,1844.0,Monthly,700,NJ
13685,1.0,2.0,2250.0,Monthly,1100,MA
13686,1.0,1.0,1559.0,Monthly,550,NJ
13687,1.0,1.0,1758.0,Monthly,694,MD
13688,1.0,1.0,1484.0,Monthly,665,OH
13689,1.0,1.0,1720.0,Monthly,658,NJ
13690,1.0,1.0,1300.0,Monthly,780,MD
13691,2.0,2.0,1695.0,Monthly,1104,CO
13692,1.0,1.0,1315.0,Monthly,818,GA
13693,1.0,1.0,1175.0,Monthly,851,GA
13694,2.0,2.0,2212.0,Monthly,1088,MD
13695,1.0,1.0,1150.0,Monthly,823,VA
13696,1.0,2.0,1250.0,Monthly,861,VA
13697,2.5,2.0,1435.0,Monthly,1285,TX
13698,2.0,2.0,2269.0,Monthly,1091,MD
13699,2.0,2.0,1437.0,Monthly,1085,FL
13700,1.0,2.0,1605.0,Monthly,1159,MD
13701,1.0,1.0,1183.0,Monthly,820,MD
13702,2.0,2.0,2850.0,Monthly,1763,OH
13703,1.0,1.0,702.0,Monthly,826,VA
13704,1.0,1.0,1125.0,Monthly,861,TX
13705,1.0,1.0,1450.0,Monthly,756,CO
13706,2.0,2.0,1764.0,Monthly,1079,FL
13707,2.0,2.0,3305.0,Monthly,1125,MA
13708,2.0,2.0,3455.0,Monthly,1188,MA
13709,1.0,1.0,1095.0,Monthly,700,MD
13710,2.0,2.0,1599.0,Monthly,1326,NC
13711,2.0,2.0,1785.0,Monthly,1165,MD
13712,1.0,2.0,2365.0,Monthly,771,NJ
13713,1.0,1.0,1010.0,Monthly,892,NC
13714,2.0,2.0,1173.0,Monthly,1155,NC
13715,1.0,1.0,741.0,Monthly,525,TX
13716,2.0,3.0,1275.0,Monthly,1422,OH
13717,1.0,2.0,895.0,Monthly,920,VA
13718,1.0,1.0,1100.0,Monthly,918,NC
13719,2.0,3.0,1680.0,Monthly,1304,FL
13720,2.5,3.0,910.0,Monthly,1205,OH
13721,2.0,2.0,1524.0,Monthly,1294,OH
13722,2.0,2.0,1680.0,Monthly,1018,MD
13723,2.0,2.0,3800.0,Monthly,1100,NJ
13724,2.0,2.0,1130.0,Monthly,1017,TX
13725,2.0,2.0,1493.0,Monthly,1236,NC
13726,2.0,2.0,1208.0,Monthly,1050,NC
13727,1.0,2.0,1180.0,Monthly,875,CO
13728,1.0,2.0,1299.0,Monthly,1125,NC
13729,1.0,1.0,1227.0,Monthly,799,VA
13730,2.0,2.0,1688.0,Monthly,1082,VA
13731,1.0,1.0,759.0,Monthly,650,OH
13732,1.0,1.0,1472.0,Monthly,830,MD
13733,1.0,1.0,2640.0,Monthly,912,MA
13734,2.0,3.0,1279.0,Monthly,1209,OH
13735,1.5,2.0,1175.0,Monthly,990,CO
13736,1.0,1.0,1408.0,Monthly,809,MD
13737,2.0,2.0,1850.0,Monthly,820,CA
13738,1.0,2.0,1536.0,Monthly,905,MD
13739,2.0,4.0,3200.0,Monthly,2164,MA
13740,1.0,1.0,958.0,Monthly,630,TX
13741,1.0,1.0,1275.0,Monthly,716,FL
13742,1.0,2.0,875.0,Monthly,900,OH
13743,1.0,2.0,1175.0,Monthly,826,TX
13744,1.0,1.0,1305.0,Monthly,716,FL
13745,3.0,2.0,1525.0,Monthly,1280,MD
13746,1.0,1.0,885.0,Monthly,676,NC
13747,2.0,2.0,1555.0,Monthly,1061,FL
13748,2.0,2.0,1589.0,Monthly,1178,MD
13749,2.0,2.0,1230.0,Monthly,1050,TX
13750,2.0,3.0,1975.0,Monthly,1364,CO
13751,1.0,1.0,1030.0,Monthly,833,TX
13752,1.0,2.0,2145.0,Monthly,800,NJ
13753,1.0,1.0,1669.0,Monthly,615,MD
13754,1.0,1.0,1091.0,Monthly,687,NC
13755,2.0,2.0,1889.0,Monthly,1200,NJ
13756,1.0,2.0,725.0,Monthly,950,VA
13757,1.0,1.0,3945.0,Monthly,787,CA
13758,1.0,1.0,658.0,Monthly,700,OH
13759,3.0,4.0,2600.0,Monthly,1624,MD
13760,2.0,2.0,1763.0,Monthly,1259,TX
13761,1.0,1.0,695.0,Monthly,472,TX
13762,2.0,2.0,2425.0,Monthly,1013,MD
13763,1.0,1.0,1739.0,Monthly,741,MD
13764,2.0,2.0,1059.0,Monthly,961,NC
13765,2.0,2.0,959.0,Monthly,961,NC
13766,1.5,2.0,1995.0,Monthly,1107,MD
13767,2.0,3.0,1857.0,Monthly,1751,FL
13768,1.0,1.0,1350.0,Monthly,750,NJ
13769,1.0,1.0,895.0,Monthly,550,CO
13770,1.0,1.0,2038.0,Monthly,784,NJ
13771,1.0,1.0,1428.0,Monthly,776,TX
13772,2.0,2.0,2070.0,Monthly,1031,MD
13773,1.5,2.0,4895.0,Monthly,1666,CA
13774,1.5,2.0,725.0,Monthly,1060,NC
13775,2.0,2.0,925.0,Monthly,1023,NC
13776,1.0,1.0,550.0,Monthly,450,VA
13777,2.0,2.0,1270.0,Monthly,913,TX
13778,1.0,1.0,1965.0,Monthly,730,MA
13779,2.0,2.0,950.0,Monthly,1053,NC
13780,2.0,2.0,3199.0,Monthly,1100,CA
13781,2.0,2.0,2020.0,Monthly,1250,NJ
13782,2.0,2.0,1670.0,Monthly,1200,MD
13783,1.0,1.0,1127.0,Monthly,477,FL
13784,1.0,1.0,675.0,Monthly,675,OH
13785,1.0,2.0,725.0,Monthly,850,OH
13786,1.0,1.0,1101.0,Monthly,477,FL
13787,1.0,1.0,760.0,Monthly,635,OH
13788,2.0,2.0,1250.0,Monthly,1050,TX
13789,2.0,3.0,1200.0,Monthly,1600,NC
13790,1.5,2.0,1034.0,Monthly,1100,VA
13791,2.0,2.0,2252.0,Monthly,1256,MD
13792,1.0,1.0,879.0,Monthly,701,TX
13793,2.0,2.0,1588.0,Monthly,998,FL
13794,2.0,2.0,1450.0,Monthly,825,CO
13795,2.5,2.0,3695.0,Monthly,2646,MA
13796,1.0,1.0,1849.0,Monthly,1035,CO
13797,2.0,2.0,2174.0,Monthly,1250,CO
13798,2.0,3.0,999.0,Monthly,1350,VA
13799,1.5,2.0,1695.0,Monthly,1175,NH
13800,2.0,3.0,1189.0,Monthly,1350,VA
13801,1.0,2.0,775.0,Monthly,800,VA
13802,3.0,4.0,4950.0,Monthly,2483,MA
13803,1.0,1.0,2070.0,Monthly,814,CO
13804,2.0,2.0,1300.0,Monthly,1156,VA
13805,1.0,1.0,2030.0,Monthly,776,NJ
13806,2.0,4.0,2300.0,Monthly,1900,MA
13807,1.0,3.0,1800.0,Monthly,1225,MA
13808,1.0,1.0,1669.0,Monthly,718,MD
13809,1.0,3.0,545.0,Monthly,1325,OH
13810,1.0,1.0,1366.0,Monthly,786,FL
13811,1.0,1.0,1115.0,Monthly,738,FL
13812,1.0,1.0,1067.0,Monthly,835,TX
13813,1.0,2.0,625.0,Monthly,1024,OH
13814,2.0,2.0,2850.0,Monthly,970,CO
13815,2.0,2.0,1620.0,Monthly,1089,FL
13816,2.0,3.0,1210.0,Monthly,1375,VA
13817,1.0,2.0,1296.0,Monthly,1014,FL
13818,2.5,3.0,1812.0,Monthly,1445,VA
13819,1.0,1.0,1040.0,Monthly,746,NC
13820,1.0,1.0,1366.0,Monthly,786,FL
13821,2.0,3.0,1905.0,Monthly,1309,FL
13822,1.0,1.0,1580.0,Monthly,650,MA
13823,1.0,1.0,2338.0,Monthly,717,MD
13824,1.0,2.0,1100.0,Monthly,950,VA
13825,1.0,1.0,1765.0,Monthly,406,CA
13826,2.0,2.0,2344.0,Monthly,1300,MD
13827,1.0,1.0,1145.0,Monthly,778,OH
13828,1.0,2.0,1269.0,Monthly,762,FL
13829,2.0,2.0,2648.0,Monthly,1826,MA
13830,2.0,2.0,1535.0,Monthly,1080,VA
13831,2.0,4.0,2360.0,Monthly,1560,FL
13832,1.0,2.0,1319.0,Monthly,833,NH
13833,1.0,1.0,695.0,Monthly,400,VA
13834,2.0,3.0,2800.0,Monthly,800,CO
13835,1.0,1.0,1095.0,Monthly,768,OH
13836,2.0,2.0,895.0,Monthly,992,TX
13837,1.0,3.0,1259.0,Monthly,790,NH
13838,1.0,3.0,1429.0,Monthly,1355,NH
13839,1.0,1.0,1030.0,Monthly,817,NC
13840,2.5,2.0,2223.0,Monthly,1295,CO
13841,2.0,2.0,1309.0,Monthly,1326,OH
13842,2.0,2.0,1179.0,Monthly,1154,NC
13843,1.0,1.0,765.0,Monthly,780,VA
13844,2.0,3.0,2400.0,Monthly,1736,NH
13845,1.5,2.0,783.0,Monthly,951,OH
13846,1.0,1.0,885.0,Monthly,672,TX
13847,2.0,3.0,1465.0,Monthly,1568,NC
13848,1.0,1.0,1430.0,Monthly,650,CO
13849,1.0,1.0,730.0,Monthly,576,VA
13850,2.0,2.0,1335.0,Monthly,917,CO
13851,1.0,1.0,879.0,Monthly,734,NC
13852,1.5,2.0,1093.0,Monthly,1033,FL
13853,1.0,1.0,1128.0,Monthly,595,CO
13854,2.0,3.0,1887.0,Monthly,1249,FL
13855,1.0,2.0,1100.0,Monthly,964,TX
13856,1.0,2.0,1011.0,Monthly,875,NC
13857,1.0,1.0,1260.0,Monthly,895,TX
13858,1.0,1.0,2096.0,Monthly,940,NJ
13859,1.0,1.0,700.0,Monthly,601,NV
13860,2.0,3.0,1100.0,Monthly,1206,NV
13861,1.5,2.0,1511.0,Monthly,980,CO
13862,2.0,3.0,1495.0,Monthly,1081,FL
13863,2.0,3.0,1560.0,Monthly,1081,FL
13864,2.0,2.0,1717.0,Monthly,1075,TX
13865,1.5,2.0,795.0,Monthly,764,OH
13866,1.0,1.0,974.0,Monthly,620,VA
13867,1.0,1.0,695.0,Monthly,560,OH
13868,1.0,1.0,695.0,Monthly,560,OH
13869,2.0,2.0,1525.0,Monthly,987,CO
13870,1.0,1.0,1300.0,Monthly,826,NV
13871,1.0,1.0,870.0,Monthly,533,NC
13872,2.0,2.0,999.0,Monthly,833,NC
13873,2.0,2.0,1426.0,Monthly,1171,FL
13874,1.0,1.0,1947.0,Monthly,857,MA
13875,1.0,1.0,1283.0,Monthly,761,FL
13876,2.0,2.0,1119.0,Monthly,955,NC
13877,1.0,1.0,1660.0,Monthly,824,CO
13878,2.0,2.0,689.0,Monthly,467,OH
13879,1.0,2.0,1460.0,Monthly,1015,CO
13880,1.0,1.0,1482.0,Monthly,738,MD
13881,1.0,2.0,1411.0,Monthly,899,MD
13882,1.5,1.0,1396.0,Monthly,860,NV
13883,1.0,1.0,1165.0,Monthly,681,MD
13884,2.0,2.0,1409.0,Monthly,1107,NV
13885,1.0,1.0,1250.0,Monthly,750,CO
13886,2.0,1.0,2450.0,Monthly,1236,NJ
13887,1.0,1.0,1250.0,Monthly,750,CO
13888,1.0,2.0,1481.0,Monthly,899,MD
13889,1.0,1.0,980.0,Monthly,736,VA
13890,1.0,2.0,1544.0,Monthly,967,MD
13891,1.0,1.0,948.0,Monthly,760,NC
13892,2.0,2.0,1250.0,Monthly,996,VA
13893,1.0,1.0,1127.0,Monthly,685,MD
13894,2.0,2.0,1630.0,Monthly,1019,CO
13895,3.0,3.0,4295.0,Monthly,1279,CA
13896,1.0,1.0,1299.0,Monthly,767,NV
13897,1.0,1.0,1299.0,Monthly,645,MD
13898,1.0,1.0,1883.0,Monthly,651,CO
13899,1.0,1.0,1242.0,Monthly,790,VA
13900,1.0,1.0,2299.0,Monthly,1119,MA
13901,2.0,2.0,2167.0,Monthly,1178,MD
13902,1.0,1.0,983.0,Monthly,771,OH
13903,2.0,2.0,1035.0,Monthly,1130,NC
13904,1.0,1.0,965.0,Monthly,771,OH
13905,2.0,2.0,1245.0,Monthly,1152,NC
13906,2.0,2.0,1319.0,Monthly,1096,FL
13907,1.0,1.0,2077.0,Monthly,937,MA
13908,1.0,1.0,1800.0,Monthly,703,MA
13909,2.0,2.0,1210.0,Monthly,991,NC
13910,1.0,1.0,1450.0,Monthly,800,MA
13911,2.0,2.0,1081.0,Monthly,1140,OH
13912,1.0,1.0,899.0,Monthly,575,CO
13913,1.0,2.0,1800.0,Monthly,1020,MA
13914,1.0,1.0,795.0,Monthly,575,NV
13915,1.0,2.0,2595.0,Monthly,775,CA
13916,1.0,1.0,1080.0,Monthly,800,FL
13917,1.0,1.0,819.0,Monthly,670,NC
13918,1.0,2.0,1803.0,Monthly,812,MD
13919,1.0,2.0,1900.0,Monthly,994,MA
13920,1.0,1.0,1438.0,Monthly,751,TX
13921,1.0,1.0,2400.0,Monthly,750,CA
13922,1.0,1.0,785.0,Monthly,653,TX
13923,2.0,2.0,1949.0,Monthly,1191,NJ
13924,2.0,2.0,1500.0,Monthly,1036,VA
13925,2.0,2.0,2166.0,Monthly,1147,TX
13926,1.5,2.0,800.0,Monthly,850,OH
13927,1.0,1.0,1320.0,Monthly,800,CO
13928,2.0,2.0,1915.0,Monthly,1166,MD
13929,1.0,1.0,599.0,Monthly,500,OH
13930,2.5,2.0,3506.0,Monthly,1256,MA
13931,2.0,2.0,865.0,Monthly,1015,NC
13932,1.0,1.0,2600.0,Monthly,757,MA
13933,2.0,3.0,1515.0,Monthly,1560,VA
13934,1.0,1.0,2380.0,Monthly,644,CA
13935,1.0,1.0,1600.0,Monthly,400,MA
13936,1.0,1.0,2325.0,Monthly,700,CA
13937,1.0,2.0,3065.0,Monthly,955,CA
13938,1.0,1.0,2817.0,Monthly,801,CA
13939,2.0,2.0,2322.0,Monthly,1166,CO
13940,2.0,2.0,1600.0,Monthly,1183,VA
13941,1.0,1.0,883.0,Monthly,748,OH
13942,1.0,2.0,1575.0,Monthly,900,NJ
13943,1.0,2.0,1590.0,Monthly,900,NJ
13944,1.0,1.0,1215.0,Monthly,450,NJ
13945,1.0,3.0,2606.0,Monthly,611,MA
13946,2.0,2.0,1690.0,Monthly,1035,NV
13947,2.0,2.0,1785.0,Monthly,935,VA
13948,1.0,1.0,1295.0,Monthly,606,VA
13949,1.0,1.0,2644.0,Monthly,840,CA
13950,1.0,2.0,1750.0,Monthly,926,MD
13951,2.0,3.0,1230.0,Monthly,1216,FL
13952,1.0,1.0,958.0,Monthly,609,TX
13953,1.0,2.0,1850.0,Monthly,875,MA
13954,2.0,2.0,1043.0,Monthly,1027,NC
13955,1.0,2.0,1000.0,Monthly,700,NJ
13956,1.0,1.0,820.0,Monthly,486,TX
13957,1.5,2.0,852.0,Monthly,1122,OH
13958,2.0,2.0,3675.0,Monthly,975,CA
13959,2.0,2.0,1175.0,Monthly,1300,NV
13960,1.0,1.0,840.0,Monthly,558,TX
13961,1.0,1.0,1500.0,Monthly,892,MD
13962,2.0,2.0,1749.0,Monthly,1008,CO
13963,2.0,2.0,1080.0,Monthly,880,TX
13964,2.0,2.0,1165.0,Monthly,1009,TX
13965,1.0,2.0,895.0,Monthly,1456,FL
13966,1.0,1.0,1393.0,Monthly,688,CO
13967,1.0,1.0,1810.0,Monthly,805,MD
13968,2.0,2.0,1823.0,Monthly,1172,TX
13969,2.0,2.0,2142.0,Monthly,1197,TX
13970,1.0,1.0,1315.0,Monthly,745,CO
13971,2.0,3.0,1790.0,Monthly,1187,VA
13972,2.0,2.0,1545.0,Monthly,1071,VA
13973,1.0,2.0,1398.0,Monthly,940,MD
13974,2.0,2.0,1460.0,Monthly,1083,NC
13975,1.0,2.0,950.0,Monthly,876,VA
13976,1.0,3.0,1800.0,Monthly,1000,MA
13977,1.5,2.0,948.0,Monthly,885,OH
13978,2.0,3.0,2215.0,Monthly,1390,CO
13979,2.0,2.0,1499.0,Monthly,1219,NV
13980,1.0,3.0,2200.0,Monthly,1400,MA
13981,1.0,2.0,1275.0,Monthly,906,MD
13982,1.0,3.0,2400.0,Monthly,1350,MA
13983,2.0,2.0,1105.0,Monthly,1067,TX
13984,2.0,2.0,2399.0,Monthly,1060,MA
13985,1.0,1.0,1167.0,Monthly,759,MD
13986,2.0,2.0,1449.0,Monthly,1123,NV
13987,1.0,2.0,1349.0,Monthly,931,MD
13988,1.0,2.0,999.0,Monthly,950,VA
13989,3.0,3.0,3895.0,Monthly,1299,CA
13990,2.0,2.0,1079.0,Monthly,1120,NC
13991,1.0,1.0,1229.0,Monthly,707,CO
13992,3.0,3.0,4150.0,Monthly,1365,CA
13993,2.0,3.0,1420.0,Monthly,1241,NV
13994,2.0,2.0,1359.0,Monthly,1309,NV
13995,1.0,3.0,2700.0,Monthly,1650,MA
13996,1.0,2.0,795.0,Monthly,828,VA
13997,1.0,1.0,675.0,Monthly,630,TX
13998,1.0,1.0,710.0,Monthly,599,TX
13999,1.0,1.0,695.0,Monthly,640,VA
14000,1.0,2.0,1950.0,Monthly,850,NJ
14001,2.0,2.0,2300.0,Monthly,1122,NJ
14002,1.0,1.0,1813.0,Monthly,714,CA
14003,2.0,3.0,2885.0,Monthly,1504,OH
14004,2.0,2.0,831.0,Monthly,884,NC
14005,1.0,1.0,690.0,Monthly,690,NC
14006,1.0,1.0,680.0,Monthly,690,NC
14007,1.0,1.0,720.0,Monthly,770,NC
14008,1.0,2.0,2050.0,Monthly,1200,MA
14009,2.0,2.0,1490.0,Monthly,1237,MD
14010,1.0,2.0,1130.0,Monthly,900,NV
14011,2.0,2.0,3220.0,Monthly,962,CA
14012,1.0,1.0,695.0,Monthly,760,NV
14013,1.0,2.0,900.0,Monthly,925,OH
14014,1.0,1.0,1524.0,Monthly,746,TX
14015,1.0,1.0,2280.0,Monthly,815,NJ
14016,2.0,3.0,1543.0,Monthly,1200,MD
14017,1.0,1.0,1925.0,Monthly,768,TX
14018,1.0,1.0,2679.0,Monthly,466,MA
14019,1.0,2.0,599.0,Monthly,600,NV
14020,1.0,1.0,1374.0,Monthly,777,TX
14021,1.0,1.0,2125.0,Monthly,855,TX
14022,2.0,2.0,3110.0,Monthly,1028,NJ
14023,1.0,1.0,2105.0,Monthly,855,TX
14024,1.0,2.0,895.0,Monthly,971,NC
14025,1.0,0.0,2618.0,Monthly,534,MA
14026,1.0,2.0,1660.0,Monthly,582,TX
14027,1.0,1.0,1200.0,Monthly,764,VA
14028,1.0,1.0,675.0,Monthly,630,NC
14029,2.0,2.0,895.0,Monthly,1177,NC
14030,2.0,2.0,2900.0,Monthly,925,CA
14031,1.0,1.0,1880.0,Monthly,725,CA
14032,1.0,1.0,2065.0,Monthly,761,NJ
14033,1.0,3.0,1080.0,Monthly,774,MD
14034,2.0,2.0,1991.0,Monthly,1083,CO
14035,1.0,1.0,1064.0,Monthly,757,NV
14036,1.0,2.0,2480.0,Monthly,975,CA
14037,1.0,1.0,815.0,Monthly,635,TX
14038,1.0,1.0,1321.0,Monthly,707,CO
14039,1.0,1.0,1509.0,Monthly,719,MD
14040,1.0,1.0,1500.0,Monthly,1032,OH
14041,2.0,2.0,699.0,Monthly,923,NV
14042,2.0,2.0,2110.0,Monthly,1079,MD
14043,1.0,1.0,1461.0,Monthly,707,CO
14044,1.0,1.0,2745.0,Monthly,710,CA
14045,1.0,1.0,2517.0,Monthly,800,NJ
14046,2.0,2.0,2443.0,Monthly,1251,MD
14047,1.0,0.0,1050.0,Monthly,243,CA
14048,1.0,1.0,1549.0,Monthly,770,MD
14049,3.0,3.0,2500.0,Monthly,953,CA
14050,1.0,1.0,1200.0,Monthly,813,VA
14051,2.0,2.0,2189.0,Monthly,1153,OH
